ano,sigla_uf,sequencial_candidato,resultado,votos
2018,SP,250000604052,nao eleito,587859
2018,SP,250000601941,nao eleito,1778884
2018,SP,250000623558,nao eleito,358432
2018,SP,250000615144,nao eleito,2127983
2018,SP,250000615143,nao eleito,2979856
2018,SP,250000612593,eleito,6513282
2018,SP,250000612594,nao eleito,3154058
2018,SP,250000615466,eleito,9039717
2018,SP,250000601476,nao eleito,440118
2018,SP,250000601571,nao eleito,543583
2018,SP,250000609178,nao eleito,60731
2018,SP,250000609180,nao eleito,21183
2018,SP,250000623886,nao eleito,2103377
2018,SP,250000623887,nao eleito,4667565
2018,SP,250000617722,nao eleito,136466
2018,SP,250000617745,nao eleito,129146
2018,TO,270000602794,nao eleito,176012
2018,TO,270000626087,eleito,214355
2018,TO,270000602793,nao eleito,170012
2018,TO,270000625482,nao eleito,66089
2018,TO,270000625486,nao eleito,65676
2018,TO,270000627774,nao eleito,12312
2018,TO,270000626090,nao eleito,137654
2018,TO,270000618820,nao eleito,184235
2018,TO,270000629454,eleito,248358
2010,AC,10000000124,nao eleito,123806
2010,AC,10000000132,nao eleito,117848
2010,AC,10000000133,eleito,199956
2010,AC,10000000125,eleito,205593
2010,AL,20000000275,nao eleito,138710
2010,AL,20000000276,eleito,840809
2010,AL,20000000303,eleito,904345
2010,AL,20000000304,nao eleito,112921
2010,AL,20000000315,nao eleito,11249
2010,AL,20000000528,nao eleito,14229
2010,AL,20000000003,nao eleito,417636
2010,AL,20000000061,nao eleito,62909
2010,AL,20000000062,nao eleito,13320
2010,AM,40000000292,eleito,672920
2010,AM,40000000251,nao eleito,243298
2010,AM,40000000291,eleito,1236970
2010,AM,40000000449,nao eleito,644340
2010,AM,40000000947,nao eleito,4649
2010,AM,40000000276,nao eleito,3109
2010,AM,40000000252,nao eleito,135045
2010,AP,30000000001,nao eleito,106751
2010,AP,30000000296,nao eleito,121015
2010,AP,30000000013,eleito,130411
2010,AP,30000000297,nao eleito,47619
2010,AP,30000000664,eleito,203259
2010,AP,30000000014,nao eleito,43275
2010,BA,50000000003,nao eleito,951199
2010,BA,50000000004,nao eleito,1092850
2010,BA,50000000742,nao eleito,1583423
2010,BA,50000000916,eleito,3385300
2010,BA,50000000632,nao eleito,18185
2010,BA,50000001290,nao eleito,15385
2010,BA,50000001310,nao eleito,14088
2010,BA,50000000917,eleito,3630944
2010,BA,50000000743,nao eleito,810261
2010,BA,50000000121,nao eleito,212551
2010,CE,60000000666,nao eleito,2880
2010,CE,60000000154,eleito,2688833
2010,CE,60000000003,nao eleito,470127
2010,CE,60000000367,nao eleito,1754567
2010,CE,60000000389,nao eleito,58732
2010,CE,60000000729,nao eleito,14650
2010,CE,60000000730,nao eleito,14755
2010,CE,60000000155,eleito,2397851
2010,DF,70000000712,nao eleito,511517
2010,DF,70000000647,eleito,833480
2010,DF,70000000648,eleito,738575
2010,DF,70000000149,nao eleito,4104
2010,DF,70000000053,nao eleito,16486
2010,DF,70000000054,nao eleito,21287
2010,DF,70000000003,nao eleito,3804
2010,DF,70000000148,nao eleito,6013
2010,DF,70000000870,nao eleito,46735
2010,DF,70000000873,nao eleito,54245
2010,ES,80000000185,eleito,1557409
2010,ES,80000000184,eleito,1285177
2010,ES,80000000434,nao eleito,375510
2010,ES,80000000387,nao eleito,277973
2010,GO,90000000115,eleito,2158812
2010,GO,90000000402,nao eleito,5129
2010,GO,90000000366,substituido,76410
2010,GO,90000000367,nao eleito,227639
2010,GO,90000001026,nao eleito,76410
2010,GO,90000000116,eleito,1496559
2010,GO,90000000409,nao eleito,45198
2010,GO,90000000410,nao eleito,7803
2010,GO,90000000598,nao eleito,878910
2010,MA,100000000771,nao eleito,226059
2010,MA,100000000743,nao eleito,18654
2010,MA,100000000206,eleito,1702085
2010,MA,100000000207,eleito,1546298
2010,MA,100000000585,nao eleito,727602
2010,MA,100000000013,nao eleito,502600
2010,MA,100000000014,nao eleito,642853
2010,MA,100000000272,nao eleito,19495
2010,MA,100000000003,nao eleito,21944
2010,MA,100000000004,nao eleito,17818
2010,MG,130000002033,nao eleito,1486787
2010,MG,130000001959,nao eleito,21432
2010,MG,130000001128,nao eleito,274215
2010,MG,130000000953,eleito,5125455
2010,MG,130000000952,eleito,7565377
2010,MG,130000001757,nao eleito,53663
2010,MG,130000001758,nao eleito,16958
2010,MG,130000001106,nao eleito,13339
2010,MG,130000001107,nao eleito,6794
2010,MG,130000002032,nao eleito,4595351
2010,MS,120000000003,nao eleito,512119
2010,MS,120000000269,nao eleito,485490
2010,MS,120000000004,eleito,544933
2010,MS,120000000270,eleito,826848
2010,MT,110000000025,nao eleito,101766
2010,MT,110000000165,eleito,708440
2010,MT,110000000012,eleito,1073039
2010,MT,110000000024,nao eleito,345094
2010,MT,110000000003,nao eleito,97803
2010,MT,110000000013,nao eleito,533280
2010,MT,110000000597,nao eleito,34781
2010,PA,140000000180,eleito,1799762
2010,PA,140000000319,eleito,1817644
2010,PA,140000000120,nao eleito,79621
2010,PA,140000000121,nao eleito,727583
2010,PA,140000000109,nao eleito,25723
2010,PA,140000000110,nao eleito,33126
2010,PB,150000000289,nao eleito,692451
2010,PB,150000000003,nao eleito,58460
2010,PB,150000000337,nao eleito,820653
2010,PB,150000000338,eleito,869501
2010,PB,150000000288,eleito,1004183
2010,PB,150000000032,nao eleito,16967
2010,PE,170000000157,nao eleito,934720
2010,PE,170000000920,nao eleito,4010
2010,PE,170000000158,nao eleito,599937
2010,PE,170000000616,nao eleito,5096
2010,PE,170000000443,nao eleito,6229
2010,PE,170000000444,nao eleito,5196
2010,PE,170000000004,eleito,3059818
2010,PE,170000000003,eleito,3142930
2010,PE,170000000689,nao eleito,124554
2010,PI,180000000101,nao eleito,424350
2010,PI,180000000321,nao eleito,9017
2010,PI,180000000229,eleito,695875
2010,PI,180000000675,nao eleito,45572
2010,PI,180000000100,nao eleito,433690
2010,PI,180000000364,nao eleito,30752
2010,PI,180000000703,nao eleito,412185
2010,PI,180000000704,eleito,997513
2010,PI,180000000183,nao eleito,18188
2010,PR,160000000852,nao eleito,3973
2010,PR,160000000917,eleito,2691557
2010,PR,160000001074,nao eleito,2190539
2010,PR,160000000889,nao eleito,9392
2010,PR,160000001073,nao eleito,2502805
2010,PR,160000000608,nao eleito,34179
2010,PR,160000000609,nao eleito,10967
2010,PR,160000000079,nao eleito,5058
2010,PR,160000000916,eleito,3196468
2010,PR,160000001057,nao eleito,4612
2010,PR,160000000204,nao eleito,178029
2010,RJ,190000000989,nao eleito,1627050
2010,RJ,190000001659,nao eleito,24695
2010,RJ,190000000132,nao eleito,3048034
2010,RJ,190000002200,nao eleito,391352
2010,RJ,190000003213,eleito,3332886
2010,RJ,190000002190,nao eleito,536147
2010,RJ,190000000628,nao eleito,23146
2010,RJ,190000000629,nao eleito,33624
2010,RJ,190000000133,eleito,4213749
2010,RJ,190000002670,nao eleito,180288
2010,RJ,190000002671,nao eleito,1295946
2010,RN,200000000180,eleito,958891
2010,RN,200000000353,nao eleito,25783
2010,RN,200000000098,eleito,1042272
2010,RN,200000000267,nao eleito,651358
2010,RN,200000000306,nao eleito,66408
2010,RN,200000000022,nao eleito,6639
2010,RN,200000000266,nao eleito,224125
2010,RO,220000000003,eleito,481420
2010,RO,220000000179,eleito,454087
2010,RO,220000000103,nao eleito,187508
2010,RO,220000000030,nao eleito,43852
2010,RO,220000000614,nao eleito,11806
2010,RO,220000000125,nao eleito,225300
2010,RR,230000000143,nao eleito,54481
2010,RR,230000000084,nao eleito,31578
2010,RR,230000000060,eleito,118481
2010,RR,230000000059,nao eleito,90938
2010,RR,230000000506,eleito,110993
2010,RR,230000000607,nao eleito,17985
2010,RS,210000000473,nao eleito,1551151
2010,RS,210000000692,nao eleito,2445881
2010,RS,210000000290,nao eleito,32348
2010,RS,210000001296,eleito,3401241
2010,RS,210000000003,nao eleito,22728
2010,RS,210000001416,nao eleito,56855
2010,RS,210000000474,eleito,3895822
2010,RS,210000001425,nao eleito,6965
2010,RS,210000001301,nao eleito,101701
2010,SC,240000000385,nao eleito,563173
2010,SC,240000000203,eleito,1784019
2010,SC,240000000076,nao eleito,649150
2010,SC,240000000077,nao eleito,321714
2010,SC,240000000204,eleito,1588403
2010,SC,240000000150,nao eleito,22224
2010,SC,240000000137,nao eleito,11370
2010,SC,240000000384,nao eleito,1219700
2010,SC,240000000529,nao eleito,113841
2010,SE,260000000244,nao eleito,260158
2010,SE,260000000092,nao eleito,7394
2010,SE,260000000243,nao eleito,66725
2010,SE,260000000033,nao eleito,3286
2010,SE,260000000034,nao eleito,24370
2010,SE,260000000175,eleito,476549
2010,SE,260000000176,eleito,625959
2010,SE,260000000133,nao eleito,340259
2010,SE,260000000303,nao eleito,6819
2010,SE,260000000003,nao eleito,12832
2010,SE,260000000024,nao eleito,3901
2010,SE,260000000134,nao eleito,27553
2010,SP,250000001429,nao eleito,7773327
2010,SP,250000004201,nao eleito,14584
2010,SP,250000004261,nao eleito,203443
2010,SP,250000002788,nao eleito,150079
2010,SP,250000001514,eleito,11189168
2010,SP,250000002789,nao eleito,411661
2010,SP,250000002143,nao eleito,249600
2010,SP,250000001987,nao eleito,109415
2010,SP,250000001430,eleito,8314027
2010,SP,250000003108,nao eleito,3970169
2010,SP,250000001972,nao eleito,275664
2010,SP,250000002543,nao eleito,4117634
2010,TO,270000000077,eleito,375090
2010,TO,270000000078,eleito,332295
2010,TO,270000000345,nao eleito,293344
